"Library","Sample","ID_order","site","from","to","Feature.ID","Confidence","Reads","k","p","c","o","f","g","s"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","947d103d0e3192467b5fda6ff37e7146","0.99999999518738",9576,"Metazoa_33208","Arthropoda_6656","Arachnida_6854","Araneae_6893","Araneidae_6913","Larinioides_280405","Larinioides_sclopetarius_280406"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","b43d19c6734061aba20cde4334b0c772","0.933623859448047",1099,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_bruhnei_450181"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","efbf72a920a03347f6407072b84a43f9","0.999459556668486",407,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Russulales_452342","Peniophoraceae_103393","Peniophora_40463","Peniophora_lycii_154539"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","7f182575baad2d44cbddc0244753a1f5","0.999999999346173",275,"Eukaryota_2759_kingdom","Oomycota_4762","Oomycota_4762_class","Peronosporales_4776","Peronosporaceae_4777","Plasmopara_4780","Plasmopara_carveri_3350122"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","e2acd4fdce2163d8d0e1baaff3074f01","0.818321206370973",270,"Metazoa_33208","Arthropoda_6656","Arachnida_6854","Araneae_6893","Araneidae_6913","Larinioides_280405",NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","53814ac04567f8e2287c46b0b52f47f1","0.851549716705765",183,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","0c11abb10ca8c4ca6a9466f89d510f2e","0.907238614804815",174,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Pentatomidae_160513","Glypsus_-21471","Glypsus_conspicuus_-21472"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","53814ac04567f8e2287c46b0b52f47f1","0.851549716705765",56,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","0c11abb10ca8c4ca6a9466f89d510f2e","0.907238614804815",92,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Pentatomidae_160513","Glypsus_-21471","Glypsus_conspicuus_-21472"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","0d1a483ebd4773116542454b0cc1a266","0.88739453904822",184,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","186655c711d9c22435d048944254d180","0.999918046946559",20,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Russulales_452342","Peniophoraceae_103393","Peniophora_40463","Peniophora_lycii_154539"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","eec2170a8f2d0cd7dc3a18841a1ea5c7","0.999999999699554",112,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475",NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","bec08d51eb66022d7172c03768d5fd5d","0.937210778414611",21,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_cladosporioides_29917"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","589974931988706a852f1bb2c5aa12dc","0.814574741442148",26,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475","Microstromatales_162475_family","Jaminaea_561108",NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","a3612a98863d0cb2a0423fb56a0bef70","0.670862072239708",60,"Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Bovidae_9895","Bos_9903","Bos_taurus_9913"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","537c1cbbbf0cd94f59e6616e090f51f7","0.968283922612581",63,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","f7718bbdbd503a21d2692b3b333490cb","0.55302161898262",57,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475","Microstromatales_162475_family","Jaminaea_561108",NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","000bd972d687c52e8b047ae9b1ab4087","0.978353638425837",53,"Metazoa_33208","Arthropoda_6656","Collembola_30001","Symphypleona_79705","Bourletiellidae_187607","Deuterosminthurus_1304590","Deuterosminthurus_bicinctus_2041938"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","afb94828a83235f617d67b54fe89fe79","0.373408909311144",48,"Fungi_4751","Basidiomycota_5204","Pucciniomycetes_162484","Pucciniales_5258","Melampsoraceae_5259","Melampsora_5260","Melampsora_medusae_82101"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","5580961b9a41be03abce5562553ec49c","0.419336811656045",39,"Metazoa_33208","Arthropoda_6656","Arachnida_6854",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","42a334b44b84641c69386150c7cde441","0.975711405297424",34,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","c188bae2ea531ea23b6e9697d793e886","0.499999928585315",33,"Fungi_4751","Basidiomycota_5204","Microbotryomycetes_162481","Sporidiobolales_231213","Sporidiobolaceae_1799696",NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","ae467d204456103bc0262e65b5710bf3","0.969881597900368",30,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","2afb061e0ca58eb4eeec07e8e46746ae","0.339606274753171",24,"Metazoa_33208","Mollusca_6447","Gastropoda_6448",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","a4ce6cfe96b9ce0ad304803934790435","0.505582624946131",20,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475",NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","b3a298b6b16a5d32bd1ba8c64c3d64d7","0.758196564130766",20,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Pleosporales_92860","Shiraiaceae_224418","Shiraia_224419","Shiraia_bambusicola_224420"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","24e6afde065c6d5c729886e1ee63f7ad","0.499999972166463",20,"Fungi_4751","Basidiomycota_5204","Microbotryomycetes_162481","Sporidiobolales_231213","Sporidiobolaceae_1799696",NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","e1075be938bdad2c9af1b215f6c68944","0.676000852986078",15,"Metazoa_33208","Arthropoda_6656","Arachnida_6854",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","8a5b522cd0043aaa3825c3c09e12a89a","0.452958919690598",14,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Agaricales_5338","Clitocybaceae_2982168","Clitocybe_50966",NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","0defe652e22096a2ebe5ee2a18d13a11","0.75746274007388",14,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","661dd3221faca2cc45ae8c60bcb085f7","0.499999956075045",13,"Fungi_4751","Basidiomycota_5204","Microbotryomycetes_162481","Sporidiobolales_231213","Sporidiobolaceae_1799696",NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","18afda2e4c3b03e088538500a42aa706","0.14863927909265",13,"Metazoa_33208","Cnidaria_6073",NA,NA,NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","b43d19c6734061aba20cde4334b0c772","0.933623859448047",1115,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_bruhnei_450181"
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","efbf72a920a03347f6407072b84a43f9","0.999459556668486",552,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Russulales_452342","Peniophoraceae_103393","Peniophora_40463","Peniophora_lycii_154539"
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","0c11abb10ca8c4ca6a9466f89d510f2e","0.907238614804815",398,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Pentatomidae_160513","Glypsus_-21471","Glypsus_conspicuus_-21472"
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","0d1a483ebd4773116542454b0cc1a266","0.88739453904822",519,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","eec2170a8f2d0cd7dc3a18841a1ea5c7","0.999999999699554",5325,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475",NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","bec08d51eb66022d7172c03768d5fd5d","0.937210778414611",183,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_cladosporioides_29917"
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","589974931988706a852f1bb2c5aa12dc","0.814574741442148",1311,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475","Microstromatales_162475_family","Jaminaea_561108",NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","a3612a98863d0cb2a0423fb56a0bef70","0.670862072239708",308,"Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Bovidae_9895","Bos_9903","Bos_taurus_9913"
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","5580961b9a41be03abce5562553ec49c","0.419336811656045",244,"Metazoa_33208","Arthropoda_6656","Arachnida_6854",NA,NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","42a334b44b84641c69386150c7cde441","0.975711405297424",216,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","893a317ff25f3be600989440e8428424","0.992719513159888",161,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Agaricales_5338","Schizophyllaceae_5332","Schizophyllum_5333","Schizophyllum_commune_5334"
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","757ecae2e601e8cb8f983ac712833b60","0.662704638933771",694,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","855c2fab8cc20bbb6ccd9f90e7c5baff","0.468910821012382",1385,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","6a6cea84fad711c9cce5a727d388e1c1","0.991786570915145",226,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","b19032388a05684f63f247bf087d65e3","0.498561244029647",218,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475",NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","a9649dc75c437494ef47fb5c4191b00f","0.499632601664568",185,"Fungi_4751","Mucoromycota_1913637","Mucoromycetes_2212703","Mucorales_4827","Lichtheimiaceae_499202","Lichtheimia_688353","Lichtheimia_hongkongensis_549293"
"pt1","PUF.BOT.3","PUF_BOT_03","Botanical Garden","24/06/2024","28/06/2024","589974931988706a852f1bb2c5aa12dc","0.814574741442148",1,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475","Microstromatales_162475_family","Jaminaea_561108",NA
"pt1","PUF.BOT.3","PUF_BOT_03","Botanical Garden","24/06/2024","28/06/2024","a3612a98863d0cb2a0423fb56a0bef70","0.670862072239708",88,"Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Bovidae_9895","Bos_9903","Bos_taurus_9913"
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","b43d19c6734061aba20cde4334b0c772","0.933623859448047",872,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_bruhnei_450181"
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","0c11abb10ca8c4ca6a9466f89d510f2e","0.907238614804815",2761,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Pentatomidae_160513","Glypsus_-21471","Glypsus_conspicuus_-21472"
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","bec08d51eb66022d7172c03768d5fd5d","0.937210778414611",1899,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_cladosporioides_29917"
